version,1.3.0
info,team,Kolkata Knight Riders
info,team,Royal Challengers Bangalore
info,gender,male
info,season,2018
info,date,2018/04/08
info,competition,Indian Premier League
info,match_number,3
info,venue,Eden Gardens
info,city,Kolkata
info,toss_winner,Kolkata Knight Riders
info,toss_decision,field
info,player_of_match,SP Narine
info,umpire,C Shamshuddin
info,umpire,A Deshmukh
info,reserve_umpire,K Srinath
info,tv_umpire,S Ravi
info,match_referee,V Narayan Kutty
info,winner,Kolkata Knight Riders
info,winner_wickets,4
ball,1,0.1,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,4,0,"",""
ball,1,0.2,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,0,0,"",""
ball,1,0.3,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,0,0,"",""
ball,1,0.4,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,6,0,"",""
ball,1,0.5,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,0,0,"",""
ball,1,0.6,Royal Challengers Bangalore,BB McCullum,Q de Kock,R Vinay Kumar,4,0,"",""
ball,1,1.1,Royal Challengers Bangalore,Q de Kock,BB McCullum,PP Chawla,4,0,"",""
ball,1,1.2,Royal Challengers Bangalore,Q de Kock,BB McCullum,PP Chawla,0,0,"",""
ball,1,1.3,Royal Challengers Bangalore,Q de Kock,BB McCullum,PP Chawla,0,0,"",""
ball,1,1.4,Royal Challengers Bangalore,Q de Kock,BB McCullum,PP Chawla,0,0,caught,Q de Kock
ball,1,1.5,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,2,0,"",""
ball,1,1.6,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,1,0,"",""
ball,1,2.1,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,1,0,"",""
ball,1,2.2,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,1,0,"",""
ball,1,2.3,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,1,0,"",""
ball,1,2.4,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,1,0,"",""
ball,1,2.5,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,2,0,"",""
ball,1,2.6,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,1,0,"",""
ball,1,3.1,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,0,0,"",""
ball,1,3.2,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,1,0,"",""
ball,1,3.3,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,"",""
ball,1,3.4,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,"",""
ball,1,3.5,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,4,0,"",""
ball,1,3.6,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,1,0,"",""
ball,1,4.1,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,0,5,"",""
ball,1,4.2,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,4,0,"",""
ball,1,4.3,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,0,0,"",""
ball,1,4.4,Royal Challengers Bangalore,BB McCullum,V Kohli,Kuldeep Yadav,1,0,"",""
ball,1,4.5,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,"",""
ball,1,4.6,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,"",""
ball,1,4.7,Royal Challengers Bangalore,V Kohli,BB McCullum,Kuldeep Yadav,0,0,"",""
ball,1,5.1,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,"",""
ball,1,5.2,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,0,0,"",""
ball,1,5.3,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,1,0,"",""
ball,1,5.4,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,0,0,"",""
ball,1,5.5,Royal Challengers Bangalore,V Kohli,BB McCullum,PP Chawla,1,0,"",""
ball,1,5.6,Royal Challengers Bangalore,BB McCullum,V Kohli,PP Chawla,6,0,"",""
ball,1,6.1,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,"",""
ball,1,6.2,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,"",""
ball,1,6.3,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,1,0,"",""
ball,1,6.4,Royal Challengers Bangalore,BB McCullum,V Kohli,SP Narine,1,0,"",""
ball,1,6.5,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,"",""
ball,1,6.6,Royal Challengers Bangalore,V Kohli,BB McCullum,SP Narine,0,0,"",""
