pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
65,Subramaniam Badrinath ,1,CSK,76.5,14,0,0,20,4,5,4
66,Robin Uthappa ,9,RCB,75.5,15,0,0,18,3,7,3
67,Kevin Pietersen ,9,RCB,74.5,6,4,26,8,2,3,2
68,Laxmi Ratan Shukla ,5,KKR,74.0,9,3,38,5,3,1,3
69,Harmeet Singh Bansal     ,2,DEC,71.5,7,3,46,0,0,6,0
70,Kamran Khan ,8,RR,70.0,5,6,39,0,0,4,0
71,Siddharth Trivedi ,8,RR,69.0,7,6,43,0,0,2,0
72,Manish Pandey ,9,RCB,66.5,5,0,0,17,4,4,4
73,Manpreet Gony ,1,CSK,65.5,7,5,36,0,2,2,2
74,K Goel ,4,KXIP,65.0,9,0,16,9,4,5,4
75,Simon Katich ,4,KXIP,63.5,9,0,0,15,6,2,6
76,Parthiv Patel ,1,CSK,62.0,9,0,0,19,2,3,2
77,Mark Boucher ,9,RCB,58.5,12,0,0,8,6,7,6
78,Andrew Flintoff ,1,CSK,56.5,3,2,20,5,2,4,2
79,Sunny Sohal ,4,KXIP,55.5,8,0,0,9,8,2,8
80,Johan Botha ,8,RR,53.0,3,3,30,5,0,0,0
81,Shoaib Ahmed     ,2,DEC,52.5,7,5,35,0,0,0,0
82,Ravi Bopara ,4,KXIP,50.0,5,0,3,8,7,1,7
83,SM Harwood ,8,RR,49.5,3,3,34,0,0,2,0
84,Ajinkya Rahane ,6,MI,48.5,8,1,2,12,3,1,3
85,David Hussey ,5,KKR,48.0,4,0,7,7,6,1,6
86,Moises Henriques ,5,KKR,47.0,4,2,24,2,1,3,1
87,LA Carseldine ,8,RR,45.0,5,1,4,11,0,4,0
88,Chaminda Vaas     ,2,DEC,44.0,2,4,24,1,1,0,1
89,SA Asnodkar ,8,RR,44.0,8,0,0,11,4,1,4
90,Rob Quiney ,8,RR,43.0,7,0,0,12,3,1,3
91,Scott Styris     ,2,DEC,42.0,2,5,21,0,1,0,1
92,Ajantha Mendis ,5,KKR,41.5,4,3,26,0,0,2,0
93,Vikramjeet Malik ,4,KXIP,40.0,5,2,28,0,0,2,0
94,WA Mota ,4,KXIP,39.0,8,3,21,0,0,3,0
95,Balachandra Akhil ,9,RCB,39.0,6,4,19,1,1,0,1
96,Dale Steyn ,9,RCB,39.0,3,2,27,0,0,2,0
97,Pinal Shah ,6,MI,37.0,9,0,0,4,2,6,2
98,Abhishek Raut ,8,RR,34.5,9,0,4,5,3,3,3
99,T Thushara ,1,CSK,32.0,2,3,19,0,0,1,0
100,D du Preez ,9,RCB,32.0,2,4,18,0,0,0,0
101,Dwaraka Ravi Teja     ,2,DEC,27.5,9,0,0,7,0,4,0
102,Charl Langeveldt ,5,KKR,26.5,1,3,16,0,0,0,0
103,Wriddhiman Saha ,5,KKR,26.5,8,0,0,3,4,2,4
104,Ravichandran Ashwin ,1,CSK,25.5,2,2,11,1,0,2,0
105,Morne Morkel ,8,RR,25.0,2,0,20,1,0,1,0
106,KP Appanna ,9,RCB,25.0,5,2,18,0,0,0,0
107,Anureet Singh ,5,KKR,23.0,3,2,16,0,0,0,0
108,RR Raje ,6,MI,23.0,4,1,11,0,1,2,1
109,Murali Vijay ,1,CSK,22.0,4,0,0,4,2,2,2
110,Pankaj Singh ,9,RCB,21.5,3,2,12,0,0,1,0
111,T Henderson ,8,RR,21.0,2,1,14,0,1,0,1
112,Yashpal Singh ,5,KKR,20.0,8,0,0,5,0,3,0
113,C Nanda ,6,MI,20.0,3,2,13,0,0,0,0
114,Mahesh Rawat ,8,RR,20.0,5,0,0,1,0,6,0
115,Joginder Sharma ,1,CSK,19.5,4,2,9,0,1,0,1
116,VRV Singh ,4,KXIP,19.5,5,1,16,0,0,0,0
117,George Bailey ,1,CSK,17.5,3,0,0,7,0,0,0
118,Shreevats Goswami ,9,RCB,17.5,2,0,0,6,0,1,0
119,GR Napier ,6,MI,14.0,1,1,8,1,0,0,0
120,Luke Pomersbach ,4,KXIP,13.5,4,0,0,3,1,1,1
121,Azhar Bilakhia     ,2,DEC,12.5,6,0,0,5,0,0,0
122,Shikhar Dhawan ,3,DC,12.5,5,0,0,3,0,2,0
123,Shikhar Dhawan ,6,MI,12.5,5,0,0,3,0,2,0
124,NK Patel ,8,RR,12.5,4,0,0,1,0,4,0
125,R Bishnoi ,9,RCB,12.0,3,0,0,1,2,1,2
126,Angelo Mathews ,5,KKR,9.5,1,0,2,2,0,1,0
127,VVS Laxman     ,2,DEC,8.5,5,0,0,1,1,1,1
128,Jaskaran Singh     ,2,DEC,8.0,2,0,8,0,0,0,0
129,SS Shaikh ,5,KKR,7.5,2,0,0,1,0,2,0
130,W Jaffer ,9,RCB,7.5,2,0,0,2,0,1,0
131,Abhimanyu Mithun ,9,RCB,7.0,1,0,7,0,0,0,0
132,Mashrafe Mortaza ,5,KKR,6.0,1,0,6,0,0,0,0
133,RR Bose ,4,KXIP,5.0,1,0,5,0,0,0,0
134,Arindam Ghosh ,5,KKR,5.0,2,0,0,1,0,1,0
135,Aakash Chopra ,5,KKR,5.0,2,0,0,2,0,0,0
136,Mohammad Ashraful ,6,MI,5.0,1,0,0,0,0,2,0
137,Luke Ronchi ,6,MI,2.5,1,0,0,0,0,1,0
138,Siddharth Chitnis ,8,RR,2.5,1,0,0,1,0,0,0
139,Paul Valthaty ,8,RR,2.5,2,0,0,1,0,0,0
140,RA Shaikh ,6,MI,1.0,1,0,1,0,0,0,0
141,T Kohli ,4,KXIP,0.0,2,0,0,0,0,0,0
142,Tanmay Srivastava ,4,KXIP,0.0,2,0,0,0,0,0,0
143,Saurabh Tiwary ,6,MI,0.0,4,0,0,0,0,0,0
