pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
41,Ravichandran Ashwin     ,434,RPS,146.5,14,10,93,3,1,3,1
42,Amit Mishra ,3,DC,146.0,14,13,93,0,0,3,0
43,Dinesh Karthik     ,433,GL,140.5,16,0,0,38,3,11,3
44,Piyush Chawla ,5,KKR,137.0,12,11,81,4,0,3,0
45,Karun Nair ,3,DC,128.5,14,0,0,40,6,3,6
46,Morne Morkel ,5,KKR,124.0,10,10,89,0,0,0,0
47,MS Dhoni     ,434,RPS,124.0,14,0,0,18,14,8,14
48,Ashok Dinda     ,434,RPS,122.5,9,11,84,0,0,0,0
49,Ambati Rayudu ,6,MI,122.0,13,0,0,28,12,4,12
50,Shakib Al Hasan ,5,KKR,120.5,10,5,58,7,5,4,5
51,Carlos Brathwaite ,3,DC,116.0,8,7,41,6,8,3,8
52,Marcus Stoinis ,4,KXIP,113.5,7,8,39,13,4,0,4
53,Jos Buttler ,6,MI,113.5,14,0,0,23,11,7,11
54,Sreenath Arvind ,9,RCB,111.0,9,11,65,0,0,3,0
55,Yuvraj Singh ,62,SRH,110.0,10,0,7,22,13,1,13
56,Ashish Nehra ,62,SRH,106.0,8,9,72,0,0,1,0
57,Wriddhiman Saha ,4,KXIP,101.0,12,0,0,29,1,7,1
58,Steve Smith     ,434,RPS,100.5,8,0,0,27,8,2,8
59,Kieron Pollard ,6,MI,100.0,13,0,4,11,16,5,16
60,Chris Jordan ,9,RCB,97.5,9,11,49,0,0,4,0
61,Parthiv Patel ,6,MI,96.5,10,0,0,23,4,9,4
62,Manish Pandey ,5,KKR,91.5,12,0,0,17,9,7,9
63,Rajat Bhatia     ,434,RPS,89.5,10,6,54,1,2,2,2
64,Sanju Samson ,3,DC,88.0,14,0,0,20,8,3,8
65,Umesh Yadav ,5,KKR,87.0,9,10,46,0,1,1,1
66,Glenn Maxwell ,4,KXIP,86.5,11,0,16,14,8,3,8
67,Faf du Plessis     ,434,RPS,84.0,6,0,0,17,9,4,9
68,Suryakumar Yadav ,5,KKR,80.0,15,0,0,19,5,6,5
69,Naman Ojha ,62,SRH,80.0,17,0,0,7,5,18,5
70,Iqbal Abdulla ,9,RCB,79.5,8,6,35,4,1,4,1
71,Murugan Ashwin     ,434,RPS,79.5,10,7,55,0,0,0,0
72,Deepak Hooda ,62,SRH,79.0,17,3,21,9,5,3,5
73,Rishabh Pant ,3,DC,76.0,10,0,0,19,6,3,6
74,Ben Cutting ,62,SRH,74.0,4,5,23,4,6,1,6
75,Adam Zampa     ,434,RPS,74.0,5,12,32,0,0,0,0
76,JP Duminy ,3,DC,69.5,10,2,12,13,3,3,3
77,Shivil Kaushik     ,433,GL,69.0,7,6,48,0,0,0,0
78,David Miller ,4,KXIP,66.5,14,0,0,11,4,10,4
79,Saurabh Tiwary     ,434,RPS,66.5,10,0,0,17,4,4,4
80,Manan Vohra ,4,KXIP,65.5,7,0,0,19,3,3,3
81,Stuart Binny ,9,RCB,65.5,14,1,28,5,4,3,4
82,Gurkeerat Mann Singh ,4,KXIP,64.5,7,2,7,11,3,5,3
83,Hardik Pandya ,6,MI,64.5,11,3,29,4,0,6,0
84,Hashim Amla ,4,KXIP,64.0,6,0,0,20,4,0,4
85,Kane Richardson ,9,RCB,63.5,4,7,34,0,0,2,0
86,Mohammed Shami ,3,DC,59.0,8,5,39,0,0,1,0
87,Bipul Sharma ,62,SRH,56.5,7,3,21,1,5,2,5
88,Varun Aaron ,9,RCB,55.0,8,2,48,0,0,0,0
89,Sachin Baby ,9,RCB,54.5,11,2,5,9,5,1,5
90,KC Cariappa ,4,KXIP,54.0,5,3,35,0,1,2,1
91,James Faulkner     ,433,GL,53.0,7,2,21,7,0,3,0
92,Brad Hogg ,5,KKR,52.5,5,4,31,0,0,3,0
93,Ishant Sharma     ,434,RPS,52.5,4,3,37,0,0,2,0
94,Kuldeep Yadav ,5,KKR,51.5,3,6,28,0,0,1,0
95,Nathan Coulter-Nile ,3,DC,50.0,4,3,37,1,0,0,0
96,Kane Williamson ,62,SRH,49.5,6,0,2,14,0,5,0
97,Shaun Marsh ,4,KXIP,49.0,6,0,0,13,4,1,4
98,Nitish Rana ,6,MI,48.5,4,0,3,7,8,0,8
99,Pravin Tambe     ,433,GL,48.5,7,5,26,1,0,1,0
100,Usman Khawaja     ,434,RPS,48.0,6,0,0,14,3,1,3
101,Jayant Yadav ,3,DC,47.5,5,2,38,0,0,1,0
102,Shadab Jakati     ,433,GL,47.0,6,2,30,0,0,4,0
103,Imran Tahir ,3,DC,45.0,4,5,25,1,0,0,0
104,Jason Holder ,5,KKR,42.5,4,2,27,2,1,0,1
105,Mitchell Marsh     ,434,RPS,42.0,3,4,28,0,0,0,0
106,Eoin Morgan ,62,SRH,41.5,7,0,0,8,4,3,4
107,Pradeep Sahu ,4,KXIP,40.5,5,3,24,1,1,0,1
108,RP Singh     ,434,RPS,39.5,4,3,29,0,0,0,0
109,Vinay Kumar ,6,MI,39.0,3,3,25,0,1,0,1
110,Tabraiz Shamsi ,9,RCB,39.0,4,3,26,0,0,1,0
111,Kyle Abbott ,4,KXIP,38.5,5,2,28,0,1,0,1
112,Shahbaz Nadeem ,3,DC,38.0,4,2,31,0,0,0,0
113,Harshal Patel ,9,RCB,36.5,5,1,28,0,0,2,0
114,Pawan Negi ,3,DC,35.0,8,1,11,2,3,2,3
115,George Bailey     ,434,RPS,34.5,6,0,0,9,2,2,2
116,Parveez Rasool ,9,RCB,33.0,4,1,22,1,0,2,0
117,Sam Billings ,3,DC,31.5,5,0,0,4,4,3,4
118,Sarfaraz Khan ,9,RCB,31.5,5,0,0,7,4,0,4
119,Mitchell Johnson ,4,KXIP,30.5,3,2,21,0,0,1,0
120,Ashish Reddy ,62,SRH,30.0,4,1,5,2,4,1,4
121,Karn Sharma ,62,SRH,30.0,5,0,19,3,1,0,1
122,John Hastings ,5,KKR,29.0,2,2,22,0,0,0,0
123,Ankit Rajpoot ,5,KKR,28.5,4,3,18,0,0,0,0
124,Albie Morkel     ,434,RPS,25.5,2,2,9,0,2,1,2
125,Ankit Sharma     ,434,RPS,23.0,3,1,17,0,0,1,0
126,Kevin Pietersen     ,434,RPS,23.0,4,0,0,4,3,1,3
127,Rishi Dhawan ,4,KXIP,22.5,2,2,12,0,1,0,1
128,Scott Boland     ,434,RPS,21.0,2,2,14,0,0,0,0
129,Irfan Pathan     ,434,RPS,20.5,4,0,18,0,0,1,0
130,Shreyas Iyer ,3,DC,18.5,6,0,0,2,1,4,1
131,Martin Guptill ,6,MI,18.0,3,0,0,3,3,0,3
132,Colin Munro ,5,KKR,17.5,4,0,5,3,0,2,0
133,Rajagopal Sathish ,5,KKR,17.5,4,1,8,1,1,0,1
134,Trent Boult ,62,SRH,17.0,1,1,11,0,0,1,0
135,Eklavya Dwivedi     ,433,GL,17.0,4,0,0,2,2,2,2
136,Deepak Chahar     ,434,RPS,15.5,2,0,13,0,0,1,0
137,Ishan Kishan     ,433,GL,15.0,5,0,0,5,0,1,0
138,Travis Head ,9,RCB,14.5,3,0,0,3,2,0,2
139,Kedar Jadhav ,9,RCB,14.5,4,0,0,2,2,1,2
140,Adam Milne ,9,RCB,13.0,1,1,7,0,0,1,0
141,Anureet Singh ,4,KXIP,12.0,2,0,12,0,0,0,0
142,Pradeep Sangwan     ,433,GL,11.5,2,0,9,0,0,1,0
143,Mayank Agarwal ,3,DC,11.0,3,0,0,3,1,0,1
144,David Wiese ,9,RCB,8.5,1,0,6,0,0,1,0
145,Farhaan Behardien ,4,KXIP,7.5,3,0,0,2,0,1,0
146,Nikhil Naik ,4,KXIP,7.5,2,0,0,1,0,2,0
147,Chris Lynn ,5,KKR,6.0,2,0,0,0,1,1,1
148,Jaydev Unadkat ,5,KKR,5.0,1,0,5,0,0,0,0
149,Aditya Tare ,62,SRH,5.0,3,0,0,1,0,1,0
150,Dale Steyn     ,433,GL,5.0,1,0,5,0,0,0,0
151,Shreyas Gopal ,6,MI,4.0,1,0,4,0,0,0,0
152,Lendl Simmons ,6,MI,3.5,1,0,0,0,1,0,1
153,Swapnil Singh ,4,KXIP,3.0,1,0,3,0,0,0,0
154,Sarabjit Ladda     ,433,GL,3.0,1,0,3,0,0,0,0
155,Mandeep Singh ,9,RCB,2.5,1,0,0,0,0,1,0
156,Akshdeep Nath     ,433,GL,2.5,4,0,0,1,0,0,0
157,Unmukt Chand ,6,MI,0.0,1,0,0,0,0,0,0
158,Jagadeesha Suchith ,6,MI,0.0,1,0,0,0,0,0,0
159,Peter Handscomb     ,434,RPS,0.0,2,0,0,0,0,0,0
