pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
86,Adam Voges ,8,RR,65.5,9,0,15,15,3,1,3
87,T Thushara ,1,CSK,60.5,4,5,38,0,0,2,0
88,Shaun Marsh ,4,KXIP,58.5,4,0,0,14,6,1,6
89,Rajagopal Sathish ,6,MI,56.0,12,2,14,11,0,3,0
90,Sumit Narwal ,8,RR,56.0,5,5,31,2,0,1,0
91,Aditya Dole ,8,RR,54.5,3,5,21,3,1,2,1
92,Tillakaratne Dilshan ,3,DC,53.5,6,3,18,6,0,4,0
93,Brad Hodge ,5,KKR,53.5,4,2,8,11,1,3,1
94,Andrew McDonald ,3,DC,53.0,4,5,21,3,2,0,2
95,David Hussey ,5,KKR,53.0,6,0,13,5,5,4,5
96,Jaskaran Singh     ,2,DEC,52.0,6,6,31,0,0,0,0
97,Cheteshwar Pujara ,5,KKR,50.5,10,0,0,14,3,2,3
98,Laxmi Ratan Shukla ,5,KKR,49.0,4,3,19,3,2,2,2
99,Sarabjit Ladda ,3,DC,48.0,5,4,34,0,0,0,0
100,Mithun Manhas ,3,DC,47.5,9,0,0,14,0,5,0
101,Brendon McCullum ,5,KKR,47.0,5,0,0,14,2,2,2
102,Rajat Bhatia ,3,DC,45.5,5,3,23,1,2,1,2
103,Munaf Patel ,8,RR,44.0,4,3,31,0,0,1,0
104,Charl Langeveldt ,5,KKR,43.5,3,5,26,0,0,0,0
105,Sudeep Tyagi ,1,CSK,42.5,6,1,34,0,0,2,0
106,Wriddhiman Saha ,5,KKR,41.0,13,0,0,9,1,3,1
107,Sanath Jayasuriya ,6,MI,39.5,4,2,19,4,1,0,1
108,Daniel Vettori ,3,DC,38.0,3,2,21,4,0,0,0
109,Mitchell Marsh     ,2,DEC,37.0,3,2,24,1,1,0,1
110,Jaydev Unadkat ,5,KKR,36.5,3,4,20,0,0,1,0
111,Ali Murtaza ,6,MI,36.0,3,3,23,0,0,1,0
112,Ross Taylor ,9,RCB,36.0,7,0,0,2,6,4,6
113,Owais Shah ,5,KKR,35.0,5,0,0,7,5,0,5
114,JM Kemp ,1,CSK,34.0,5,3,15,1,1,1,1
115,Anirudh Singh     ,2,DEC,33.5,5,0,0,6,1,6,1
116,AB de Villiers ,3,DC,32.5,7,0,0,7,0,6,0
117,Paras Dogra ,8,RR,32.5,9,0,0,4,5,2,5
118,Bipul Sharma ,4,KXIP,32.0,5,3,14,1,0,2,0
119,Aditya Tare ,6,MI,30.5,7,0,0,5,3,1,3
120,Dimitri Mascarenhas ,8,RR,30.0,2,4,16,0,0,0,0
121,Cameron White ,9,RCB,30.0,7,0,2,3,3,4,3
122,Kamran Khan ,8,RR,28.5,3,3,18,0,0,0,0
123,Pankaj Singh ,9,RCB,28.0,2,2,21,0,0,0,0
124,Brett Lee ,4,KXIP,27.5,4,0,20,1,0,2,0
125,Parthiv Patel ,1,CSK,27.0,4,0,0,6,2,0,2
126,VVS Laxman     ,2,DEC,26.0,6,0,0,7,1,2,1
127,Kemar Roach     ,2,DEC,25.0,2,0,20,1,0,1,0
128,Kedar Jadhav ,3,DC,24.5,5,0,0,7,2,0,2
129,Joginder Sharma ,1,CSK,23.5,3,2,14,0,0,1,0
130,Manpreet Gony ,1,CSK,23.0,3,1,17,0,0,1,0
131,Abhishek Raut ,8,RR,23.0,6,0,0,3,3,2,3
132,Graeme Smith ,8,RR,22.5,2,0,0,7,0,2,0
133,Vikramjeet Malik ,4,KXIP,22.0,3,1,16,1,0,0,0
134,Iqbal Abdulla ,5,KKR,21.5,3,1,18,0,0,0,0
135,Moises Henriques ,3,DC,21.0,1,1,10,2,0,1,0
136,Morne Morkel ,8,RR,20.0,2,0,15,1,0,1,0
137,Abhishek Nayar ,6,MI,19.5,3,0,0,4,2,1,2
138,Ajantha Mendis ,5,KKR,19.0,2,2,12,0,0,0,0
139,KP Appanna ,9,RCB,18.5,2,1,15,0,0,0,0
140,Eoin Morgan ,9,RCB,18.5,6,0,0,2,1,4,1
141,Bodapati Sumanth     ,2,DEC,17.5,5,0,0,3,0,4,0
142,Love Ablish ,4,KXIP,17.5,2,3,7,0,0,0,0
143,Roelof van der Merwe ,9,RCB,17.5,1,2,8,0,0,1,0
144,Nayan Doshi ,9,RCB,17.5,1,1,14,0,0,0,0
145,YA Abdulla ,4,KXIP,16.5,2,1,13,0,0,0,0
146,Adrian Barath ,4,KXIP,16.0,3,0,0,5,1,0,1
147,Mark Boucher ,9,RCB,16.0,5,0,0,0,1,3,1
148,Dwayne Smith     ,2,DEC,15.5,3,1,6,1,1,0,1
149,Amit Uniyal ,8,RR,15.0,2,2,8,0,0,0,0
150,Venugopal Rao     ,2,DEC,14.5,6,0,1,3,1,1,1
151,Dhawal Kulkarni ,6,MI,13.5,1,1,10,0,0,0,0
152,K Goel ,4,KXIP,12.0,6,0,1,1,1,2,1
153,Mohammad Kaif ,4,KXIP,10.0,4,0,0,2,0,2,0
154,S Sriram ,9,RCB,9.5,1,0,2,3,0,0,0
155,Yo Mahesh ,3,DC,8.5,1,1,5,0,0,0,0
156,Abhimanyu Mithun ,9,RCB,8.0,1,1,2,1,0,0,0
157,RS Sodhi ,4,KXIP,7.5,3,0,0,1,0,2,0
158,C Madan ,6,MI,7.5,1,0,0,3,0,0,0
159,Aaron Finch ,8,RR,6.5,1,0,3,0,1,0,1
160,Shrikant Wagh ,8,RR,5.5,1,1,2,0,0,0,0
161,George Bailey ,1,CSK,5.0,1,0,0,2,0,0,0
162,Michael Hussey ,1,CSK,5.0,3,0,0,2,0,0,0
163,Shreevats Goswami ,9,RCB,5.0,1,0,0,2,0,0,0
164,Balachandra Akhil ,9,RCB,3.0,1,0,3,0,0,0,0
165,Azhar Bilakhia     ,2,DEC,2.5,1,0,0,0,0,1,0
166,Stuart Binny ,6,MI,2.5,1,0,0,1,0,0,0
167,SA Asnodkar ,8,RR,2.5,2,0,0,1,0,0,0
168,Damien Martyn ,8,RR,2.5,1,0,0,1,0,0,0
169,RS Gavaskar ,5,KKR,2.0,2,0,2,0,0,0,0
170,C Ganapathy ,1,CSK,1.0,1,0,1,0,0,0,0
171,Arun Karthik ,1,CSK,0.0,1,0,0,0,0,0,0
172,Thisara Perera ,1,CSK,0.0,1,0,0,0,0,0,0
173,Amit Paunikar ,8,RR,0.0,1,0,0,0,0,0,0
