pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
63,Yuvraj Singh ,62,SRH,116.0,12,1,2,30,8,3,8
64,Shaun Marsh ,4,KXIP,112.5,9,0,0,36,5,2,5
65,Virat Kohli ,9,RCB,111.0,10,0,0,23,11,6,11
66,Wriddhiman Saha ,4,KXIP,108.0,14,0,0,20,8,10,8
67,Andrew Tye     ,433,GL,106.5,6,12,44,4,3,0,3
68,AB de Villiers ,9,RCB,101.0,9,0,0,12,16,6,16
69,Samuel Badree ,9,RCB,98.5,7,9,62,0,0,2,0
70,Colin de Grandhomme ,5,KKR,98.0,12,4,33,10,6,2,6
71,Corey Anderson ,3,DC,94.5,11,3,20,8,9,5,9
72,Manan Vohra ,4,KXIP,94.0,11,0,0,23,9,2,9
73,Chris Gayle ,9,RCB,91.5,9,0,0,15,14,2,14
74,Mohammed Shami ,3,DC,89.5,8,5,55,4,2,0,2
75,Mitchell Johnson ,6,MI,88.0,5,7,55,1,1,1,1
76,Shane Watson ,9,RCB,88.0,8,5,47,6,1,2,1
77,Kane Williamson ,62,SRH,87.5,7,0,0,20,10,1,10
78,Mohammed Siraj ,62,SRH,85.5,6,10,48,0,0,1,0
79,Kagiso Rabada ,3,DC,85.0,6,6,48,5,1,0,1
80,Sreenath Arvind ,9,RCB,83.0,10,5,58,2,0,1,0
81,Mandeep Singh ,9,RCB,81.5,11,0,0,21,4,6,4
82,Ashish Nehra ,62,SRH,77.5,6,8,47,0,0,1,0
83,Varun Aaron ,4,KXIP,75.5,6,7,51,0,0,0,0
84,Martin Guptill ,4,KXIP,75.0,7,0,0,17,5,6,5
85,Shahbaz Nadeem ,3,DC,73.0,7,6,47,0,0,2,0
86,James Faulkner     ,433,GL,72.5,8,6,34,4,0,3,0
87,Trent Boult ,5,KKR,70.5,6,5,53,0,0,0,0
88,Aniket Choudhary ,9,RCB,65.5,5,5,42,1,1,0,1
89,Adam Zampa     ,434,RPS,65.0,6,7,38,1,0,0,0
90,Tymal Mills ,9,RCB,64.5,5,5,41,0,1,1,1
91,Travis Head ,9,RCB,62.5,7,2,7,9,6,2,6
92,Pradeep Sangwan     ,433,GL,61.5,5,5,44,0,0,0,0
93,Sam Billings ,3,DC,61.0,6,0,0,19,1,4,1
94,Praveen Kumar     ,433,GL,61.0,6,6,40,0,0,0,0
95,Yusuf Pathan ,5,KKR,60.0,15,1,8,9,6,2,6
96,Piyush Chawla ,5,KKR,59.5,6,6,36,0,0,1,0
97,Lendl Simmons ,6,MI,58.0,7,0,0,10,8,2,8
98,Deepak Hooda ,62,SRH,53.0,10,2,7,5,4,5,4
99,Stuart Binny ,9,RCB,51.0,8,4,9,6,3,1,3
100,Lockie Ferguson     ,434,RPS,50.5,4,3,40,0,0,0,0
101,Ankit Soni     ,433,GL,50.0,7,2,37,0,1,1,1
102,Bipul Sharma ,62,SRH,49.5,7,3,28,2,1,1,1
103,Ben Cutting ,62,SRH,49.0,4,1,20,5,3,1,3
104,Dhawal Kulkarni     ,433,GL,48.0,6,3,35,0,0,1,0
105,Ankit Rajpoot ,5,KKR,46.0,5,4,27,1,0,1,0
106,Adam Milne ,9,RCB,45.5,4,3,25,0,0,4,0
107,Rahul Tewatia ,4,KXIP,43.5,3,3,23,4,0,0,0
108,Suryakumar Yadav ,5,KKR,43.0,10,0,0,8,3,5,3
109,Mohammad Nabi ,62,SRH,41.0,3,2,34,0,0,0,0
110,KC Cariappa ,4,KXIP,38.5,4,4,22,0,0,1,0
111,Tim Southee ,6,MI,37.5,3,3,21,0,1,1,1
112,Vijay Shankar ,62,SRH,36.0,4,0,0,12,1,1,1
113,Ambati Rayudu ,6,MI,35.5,5,0,0,7,3,3,3
114,Ishant Sharma ,4,KXIP,34.5,6,0,32,1,0,0,0
115,T Natarajan ,4,KXIP,31.0,6,2,24,0,0,0,0
116,Naman Ojha ,62,SRH,30.5,14,0,0,2,3,6,3
117,Eoin Morgan ,4,KXIP,29.5,4,0,0,6,2,3,2
118,David Miller ,4,KXIP,29.0,5,0,0,4,4,2,4
119,Jason Roy     ,433,GL,28.5,3,0,0,9,1,1,1
120,Marcus Stoinis ,4,KXIP,27.0,5,2,10,1,0,3,0
121,Ashok Dinda     ,434,RPS,27.0,3,1,21,1,0,0,0
122,Billy Stanlake ,9,RCB,26.5,2,2,17,0,0,1,0
123,Rahul Chahar     ,434,RPS,25.5,3,2,16,0,0,1,0
124,Rajat Bhatia     ,434,RPS,24.5,3,2,9,0,1,2,1
125,Saurabh Tiwary ,6,MI,22.5,1,0,0,9,0,0,0
126,Deepak Chahar     ,434,RPS,22.5,3,1,12,0,2,0,2
127,Harshal Patel ,9,RCB,18.5,1,3,8,0,0,0,0
128,Sheldon Jackson ,5,KKR,17.5,4,0,0,5,0,2,0
129,Marlon Samuels ,3,DC,17.0,5,0,5,1,2,1,2
130,Angelo Mathews ,3,DC,16.5,3,0,3,2,1,2,1
131,Nathu Singh     ,433,GL,16.5,2,1,13,0,0,0,0
132,Carlos Brathwaite ,3,DC,14.5,2,1,6,2,0,0,0
133,Avesh Khan ,9,RCB,14.5,1,1,11,0,0,0,0
134,Munaf Patel     ,433,GL,13.5,2,1,10,0,0,0,0
135,Jayant Yadav ,3,DC,13.0,2,0,13,0,0,0,0
136,Swapnil Singh ,4,KXIP,13.0,4,1,7,0,0,1,0
137,Vinay Kumar ,6,MI,13.0,1,2,6,0,0,0,0
138,Iqbal Abdulla ,9,RCB,13.0,2,2,6,0,0,0,0
139,Shubham Agarwal     ,433,GL,13.0,1,1,7,0,0,1,0
140,Vishnu Vinod ,9,RCB,11.0,3,0,0,1,1,0,1
141,Matt Henry ,4,KXIP,10.5,2,1,7,0,0,0,0
142,Sachin Baby ,9,RCB,10.0,3,0,0,2,0,2,0
143,Mayank Agarwal     ,434,RPS,10.0,3,0,0,3,0,1,0
144,Ankit Sharma     ,434,RPS,9.5,1,0,1,2,1,0,1
145,Aditya Tare ,3,DC,7.5,3,0,0,3,0,0,0
146,Ishank Jaggi ,5,KKR,7.5,2,0,0,3,0,0,0
147,Anureet Singh ,4,KXIP,7.0,1,0,2,2,0,0,0
148,Tejas Baroka     ,433,GL,6.0,1,0,6,0,0,0,0
149,Chris Jordan ,62,SRH,5.5,1,1,2,0,0,0,0
150,Shakib Al Hasan ,5,KKR,5.0,1,0,5,0,0,0,0
151,Barinder Sran ,62,SRH,4.0,1,0,4,0,0,0,0
152,Manpreet Gony     ,433,GL,4.0,1,0,4,0,0,0,0
153,Shadab Jakati     ,433,GL,4.0,2,0,4,0,0,0,0
154,Irfan Pathan     ,433,GL,4.0,1,0,4,0,0,0,0
155,Mustafizur Rahman ,62,SRH,3.0,1,0,3,0,0,0,0
156,Ankit Bawne ,3,DC,2.5,1,0,0,1,0,0,0
157,Darren Bravo ,5,KKR,2.5,1,0,0,1,0,0,0
158,Faf du Plessis     ,434,RPS,2.5,2,0,0,1,0,0,0
159,Gurkeerat Mann Singh ,4,KXIP,0.0,2,0,0,0,0,0,0
160,Rinku Singh ,4,KXIP,0.0,1,0,0,0,0,0,0
161,Akshdeep Nath     ,433,GL,0.0,1,0,0,0,0,0,0
