pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
32,Ishant Sharma ,3,DC,176.0,13,13,122,1,1,1,1
33,MS Dhoni ,1,CSK,175.5,15,0,0,22,23,11,23
34,Rohit Sharma ,6,MI,175.0,15,0,0,52,10,4,10
35,Parthiv Patel ,9,RCB,175.0,14,0,0,48,10,6,10
36,Nitish Rana ,5,KKR,174.0,14,3,15,27,21,3,21
37,Virat Kohli ,9,RCB,173.0,14,0,0,46,13,5,13
38,Faf du Plessis ,1,CSK,172.5,12,0,0,36,15,12,15
39,Shreyas Iyer ,3,DC,171.5,16,0,0,41,14,8,14
40,Suryakumar Yadav ,6,MI,170.0,16,0,0,45,10,9,10
41,Jos Buttler ,8,RR,164.0,8,0,0,38,14,8,14
42,Suresh Raina ,1,CSK,162.5,17,0,1,45,9,7,9
43,Ajinkya Rahane ,8,RR,156.5,14,0,0,45,9,5,9
44,Mohammad Nabi ,62,SRH,156.5,8,8,69,8,7,6,7
45,Khaleel Ahmed ,62,SRH,153.5,9,19,87,0,0,0,0
46,Piyush Chawla ,5,KKR,151.5,13,10,87,4,2,5,2
47,Dwayne Bravo ,1,CSK,150.5,12,11,74,6,3,5,3
48,Lasith Malinga ,6,MI,149.5,12,16,91,0,0,1,0
49,Prithvi Shaw ,3,DC,149.0,16,0,0,45,9,2,9
50,Sam Curran ,4,KXIP,143.0,9,10,60,13,3,2,3
51,Umesh Yadav ,9,RCB,137.0,11,8,88,3,1,4,1
52,Chris Morris ,3,DC,133.0,9,13,68,1,2,4,2
53,Kieron Pollard ,6,MI,132.0,16,0,0,14,22,8,22
54,Mayank Agarwal ,4,KXIP,131.5,13,0,0,26,14,7,14
55,Amit Mishra ,3,DC,129.0,11,11,83,2,0,1,0
56,Sandeep Sharma ,62,SRH,129.0,11,12,82,1,0,1,0
57,Sanju Samson ,8,RR,128.0,12,0,0,28,13,4,13
58,Manish Pandey ,62,SRH,123.5,12,0,0,34,6,7,6
59,Dinesh Karthik ,5,KKR,121.5,14,0,0,22,14,7,14
60,Robin Uthappa ,5,KKR,115.0,12,0,0,28,10,4,10
61,Prasidh Krishna ,5,KKR,114.0,11,4,95,0,0,2,0
62,Marcus Stoinis ,9,RCB,114.0,10,2,32,14,10,2,10
63,Dhawal Kulkarni ,8,RR,113.0,10,6,77,1,0,5,0
64,Vijay Shankar ,62,SRH,112.0,15,1,14,11,12,10,12
65,Shardul Thakur ,1,CSK,111.5,10,8,65,1,1,5,1
66,Shubman Gill ,5,KKR,105.0,14,0,0,21,10,7,10
67,Keemo Paul ,3,DC,104.0,8,9,54,1,1,5,1
68,Jaydev Unadkat ,8,RR,103.0,11,10,58,0,0,4,0
69,Mohammed Siraj ,9,RCB,98.5,9,7,69,0,0,2,0
70,Riyan Parag ,8,RR,97.5,7,2,18,17,5,5,5
71,Steve Smith ,8,RR,96.5,12,0,0,30,4,3,4
72,Ben Stokes ,8,RR,93.5,9,6,31,8,4,3,4
73,Ambati Rayudu ,1,CSK,89.5,17,0,0,20,7,6,7
74,David Miller ,4,KXIP,89.5,10,0,0,19,7,7,7
75,Murugan Ashwin ,4,KXIP,84.0,10,5,59,0,0,3,0
76,Sandeep Lamichhane ,3,DC,80.0,6,8,47,0,0,2,0
77,Siddarth Kaul ,62,SRH,79.5,7,6,56,0,0,1,0
78,Kuldeep Yadav ,5,KKR,78.0,9,4,54,1,0,3,0
79,Nicholas Pooran ,4,KXIP,76.5,7,0,0,10,14,1,14
80,Harry Gurney ,5,KKR,75.5,8,7,51,0,0,0,0
81,Hardus Viljoen ,4,KXIP,74.0,6,7,47,0,0,1,0
82,Jason Behrendorff ,6,MI,71.5,5,5,54,0,0,0,0
83,Trent Boult ,3,DC,70.0,5,5,44,0,1,2,1
84,Colin Ingram ,3,DC,70.0,12,0,0,20,5,1,5
85,Kedar Jadhav ,1,CSK,68.0,14,0,0,19,3,4,3
86,Mitchell Santner ,1,CSK,64.0,4,4,37,0,3,1,3
87,Sarfaraz Khan ,4,KXIP,61.5,8,0,0,19,4,0,4
88,Mitchell McClenaghan ,6,MI,60.5,5,3,45,2,0,0,0
89,Sherfane Rutherford ,3,DC,53.5,7,1,8,2,7,5,7
90,Alzarri Joseph ,6,MI,53.5,3,6,25,2,0,1,0
91,Kane Williamson ,62,SRH,52.5,9,0,0,12,5,2,5
92,Mandeep Singh ,4,KXIP,50.0,13,0,1,10,4,4,4
93,Mujeeb Ur Rahman ,4,KXIP,50.0,5,3,37,0,0,1,0
94,Rahul Tewatia ,3,DC,49.5,5,2,19,2,1,6,1
95,Wriddhiman Saha ,62,SRH,48.5,5,0,0,13,1,4,1
96,Ankit Rajpoot ,4,KXIP,48.0,4,3,35,0,0,1,0
97,Krishnappa Gowtham ,8,RR,47.5,7,1,38,1,1,0,1
98,Rahul Tripathi ,8,RR,47.0,8,0,0,13,2,3,2
99,Andrew Tye ,4,KXIP,45.5,6,3,30,0,0,2,0
100,Liam Livingstone ,8,RR,45.5,4,0,3,6,5,4,5
101,Pawan Negi ,9,RCB,45.5,7,3,25,1,0,3,0
102,Deepak Hooda ,62,SRH,45.5,11,1,1,5,1,10,1
103,Varun Aaron ,8,RR,44.5,5,4,28,0,0,1,0
104,Stuart Binny ,8,RR,43.0,8,1,13,5,4,0,4
105,Oshane Thomas ,8,RR,42.0,4,5,22,0,0,1,0
106,Shimron Hetmyer ,9,RCB,42.0,5,0,0,4,7,3,7
107,Washington Sundar ,9,RCB,40.0,3,4,21,0,0,2,0
108,Sandeep Warrier ,5,KKR,39.5,3,2,30,0,0,1,0
109,Ishan Kishan ,6,MI,39.0,7,0,0,8,4,2,4
110,Yuvraj Singh ,6,MI,38.5,4,0,0,7,6,0,6
111,Lockie Ferguson ,5,KKR,37.0,5,2,30,0,0,0,0
112,Gurkeerat Mann Singh ,9,RCB,37.0,3,0,0,11,2,1,2
113,Martin Guptill ,62,SRH,37.0,3,0,0,4,7,1,7
114,Colin Munro ,3,DC,36.5,4,0,0,9,4,0,4
115,Dale Steyn ,9,RCB,34.0,2,4,20,0,0,0,0
116,Arshdeep Singh ,4,KXIP,30.5,3,3,20,0,0,0,0
117,Tim Southee ,9,RCB,30.0,3,1,19,0,0,3,0
118,Ish Sodhi ,8,RR,29.0,2,4,15,0,0,0,0
119,Shakib Al Hasan ,62,SRH,29.0,3,2,22,0,0,0,0
120,Jayant Yadav ,6,MI,25.5,2,1,17,0,0,2,0
121,Evin Lewis ,6,MI,24.5,3,0,0,4,2,3,2
122,Scott Kuggeleijn ,1,CSK,24.0,2,2,17,0,0,0,0
123,Harshal Patel ,3,DC,22.0,2,2,15,0,0,0,0
124,Akshdeep Nath ,9,RCB,22.0,8,0,0,5,2,1,2
125,Colin de Grandhomme ,9,RCB,21.5,4,0,2,4,2,1,2
126,Murali Vijay ,1,CSK,21.0,2,0,0,6,1,1,1
127,Basil Thampi ,62,SRH,21.0,3,0,21,0,0,0,0
128,Shivam Dube ,9,RCB,18.5,4,0,3,1,3,1,3
129,Jagadeesha Suchith ,3,DC,18.0,1,2,11,0,0,0,0
130,Mayank Markande ,6,MI,17.0,3,1,11,1,0,0,0
131,Shahbaz Nadeem ,62,SRH,17.0,3,2,10,0,0,0,0
132,Harpreet Brar ,4,KXIP,15.5,2,0,7,2,1,0,1
133,Kulwant Khejroliya ,9,RCB,13.5,2,1,10,0,0,0,0
134,Avesh Khan ,3,DC,12.0,1,0,7,1,0,1,0
135,Rinku Singh ,5,KKR,12.0,5,0,0,1,2,1,2
136,Mohit Sharma ,1,CSK,11.5,1,1,8,0,0,0,0
137,Varun Chakravarthy ,4,KXIP,11.5,1,1,8,0,0,0,0
138,Prithvi Raj ,5,KKR,11.5,2,1,8,0,0,0,0
139,Ben Cutting ,6,MI,11.5,3,1,2,1,1,0,1
140,Rasikh Salam ,6,MI,10.5,1,0,8,0,0,1,0
141,Abhishek Sharma ,62,SRH,9.5,3,1,1,1,0,1,0
142,Yusuf Pathan ,62,SRH,9.5,10,0,1,1,1,1,1
143,Simran Singh ,4,KXIP,8.5,1,0,0,1,1,1,1
144,Carlos Brathwaite ,5,KKR,8.5,2,0,6,1,0,0,0
145,Karn Sharma ,1,CSK,7.5,1,1,4,0,0,0,0
146,Anukul Roy ,6,MI,7.5,1,1,4,0,0,0,0
147,Mahipal Lomror ,8,RR,7.5,2,0,0,2,0,1,0
148,Barinder Sran ,6,MI,7.0,2,0,7,0,0,0,0
149,Prayas Ray Barman ,9,RCB,7.0,1,0,2,2,0,0,0
150,Sudhesan Midhun ,8,RR,6.5,1,0,4,0,0,1,0
151,Siddhesh Lad ,6,MI,6.0,1,0,0,1,1,0,1
152,KC Cariappa ,5,KKR,4.5,1,0,1,0,1,0,1
153,Sam Billings ,1,CSK,2.5,1,0,0,0,0,1,0
154,Nikhil Naik ,5,KKR,2.5,1,0,0,1,0,0,0
155,Dhruv Shorey ,1,CSK,0.0,1,0,0,0,0,0,0
156,Hanuma Vihari ,3,DC,0.0,2,0,0,0,0,0,0
157,Karun Nair ,4,KXIP,0.0,1,0,0,0,0,0,0
158,Joe Denly ,5,KKR,0.0,1,0,0,0,0,0,0
159,Prashant Chopra ,8,RR,0.0,1,0,0,0,0,0,0
160,Ashton Turner ,8,RR,0.0,4,0,0,0,0,0,0
161,Heinrich Klaasen ,9,RCB,0.0,3,0,0,0,0,0,0
162,Ricky Bhui ,62,SRH,0.0,1,0,0,0,0,0,0
