pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
54,Harshal Patel ,9,RCB,132.0,12,9,78,1,0,8,0
55,MS Dhoni ,1,CSK,131.5,19,0,0,26,9,12,9
56,Marlon Samuels     ,7,PWI,129.0,8,8,66,7,5,0,5
57,Owais Shah ,8,RR,128.5,13,0,0,24,16,5,16
58,Lakshmipathy Balaji ,5,KKR,125.0,8,11,84,0,0,1,0
59,Bhuvneshwar Kumar     ,7,PWI,124.0,11,8,86,4,0,0,0
60,Shahbaz Nadeem ,3,DC,123.5,12,8,88,0,0,3,0
61,Mahela Jayawardene ,3,DC,123.0,16,0,0,39,3,6,3
62,Mayank Agarwal ,9,RCB,122.5,16,0,0,19,15,9,15
63,David Warner ,3,DC,121.5,8,0,0,28,14,1,14
64,Sourav Ganguly     ,7,PWI,121.0,15,2,10,30,4,6,4
65,Tillakaratne Dilshan ,9,RCB,119.0,10,0,9,33,5,4,5
66,Shadab Jakati ,1,CSK,117.5,15,9,76,0,0,4,0
67,James Franklin ,6,MI,114.5,12,6,25,15,6,4,6
68,Yusuf Pathan ,5,KKR,113.5,17,3,46,10,7,3,7
69,Brad Hogg ,8,RR,113.0,9,10,73,1,0,1,0
70,JP Duminy     ,2,DEC,111.5,9,1,22,13,11,6,11
71,Sachin Tendulkar ,6,MI,111.5,13,0,0,39,4,0,4
72,Kevon Cooper ,8,RR,110.0,6,10,52,3,3,2,3
73,Jesse Ryder     ,7,PWI,109.0,11,1,10,23,8,4,8
74,Rahul Sharma     ,7,PWI,108.5,11,9,72,0,0,2,0
75,Angelo Mathews     ,7,PWI,108.5,9,7,50,5,4,3,4
76,Michael Hussey ,1,CSK,108.0,8,0,0,28,8,4,8
77,Dwayne Smith ,6,MI,107.0,7,2,28,18,7,1,7
78,Ambati Rayudu ,6,MI,106.5,17,0,0,21,14,2,14
79,Veer Pratap Singh     ,2,DEC,106.0,9,10,71,0,0,0,0
80,Murali Kartik     ,7,PWI,106.0,11,4,76,1,1,4,1
81,Varun Aaron ,3,DC,103.5,8,8,73,0,0,1,0
82,Daniel Vettori ,9,RCB,102.0,9,5,66,3,1,3,1
83,Pragyan Ojha ,6,MI,100.0,9,9,66,0,0,1,0
84,Dinesh Karthik ,6,MI,99.5,17,0,0,30,2,5,2
85,Brad Hodge ,8,RR,99.5,12,1,2,18,9,7,9
86,Ashish Reddy     ,2,DEC,98.0,9,10,52,3,1,0,1
87,Amit Singh ,8,RR,95.5,9,10,58,0,0,1,0
88,Manvinder Bisla ,5,KKR,95.0,7,0,0,16,10,6,10
89,Ashok Dinda     ,7,PWI,95.0,7,9,61,0,0,1,0
90,Pawan Negi ,3,DC,92.0,8,7,49,4,1,2,1
91,Ankeet Chavan ,8,RR,89.5,8,7,55,2,0,2,0
92,Kumar Sangakkara     ,2,DEC,89.0,12,0,0,21,4,9,4
93,Shaun Tait ,8,RR,88.5,6,6,65,0,0,1,0
94,Manoj Tiwary ,5,KKR,88.0,16,0,0,21,3,10,3
95,Ryan Harris ,4,KXIP,87.0,5,8,48,1,1,2,1
96,Ankit Sharma     ,2,DEC,83.0,9,4,62,0,2,0,2
97,Ashok Menaria ,8,RR,81.5,15,1,10,14,8,2,8
98,Pankaj Singh ,8,RR,81.5,6,7,57,0,0,0,0
99,Doug Bollinger ,1,CSK,79.0,6,8,46,0,0,2,0
100,Adam Gilchrist ,4,KXIP,79.0,7,0,0,21,4,5,4
101,Parthiv Patel     ,2,DEC,76.5,14,0,0,19,4,5,4
102,Wayne Parnell     ,7,PWI,76.0,6,5,51,2,0,1,0
103,Nitin Saini ,4,KXIP,72.5,10,0,0,16,0,11,0
104,Iqbal Abdulla ,5,KKR,72.5,9,4,46,0,0,5,0
105,Subramaniam Badrinath ,1,CSK,72.0,15,0,0,23,2,3,2
106,Manpreet Gony     ,2,DEC,71.0,6,3,58,0,0,1,0
107,Dimitri Mascarenhas ,4,KXIP,67.0,4,7,35,1,0,2,0
108,Nuwan Kulasekara ,1,CSK,64.5,5,4,38,1,0,4,0
109,Harmeet Singh Bansal ,4,KXIP,64.0,7,6,33,3,0,1,0
110,Ajit Chandila ,8,RR,64.0,4,5,39,0,0,3,0
111,Ross Taylor ,3,DC,62.0,12,0,0,12,7,3,7
112,Michael Clarke     ,7,PWI,61.5,6,2,22,12,0,1,0
113,Stuart Binny ,8,RR,61.0,8,3,15,9,3,1,3
114,Manish Pandey     ,7,PWI,58.5,10,0,0,12,6,3,6
115,KP Appanna ,9,RCB,58.5,7,6,35,0,0,1,0
116,Saurabh Tiwary ,9,RCB,58.0,15,0,0,9,8,3,8
117,Andrew McDonald ,9,RCB,57.5,4,5,18,6,2,0,2
118,Debabrata Das ,5,KKR,56.0,15,0,0,9,6,5,6
119,Daniel Harris     ,2,DEC,54.0,4,0,4,11,5,2,5
120,Yogesh Nagar ,3,DC,54.0,13,0,1,13,3,4,3
121,Dhawal Kulkarni ,6,MI,54.0,2,6,23,2,0,2,0
122,Laxmi Ratan Shukla ,5,KKR,51.0,11,1,5,4,5,6,5
123,Andre Russell ,3,DC,49.5,4,1,28,3,3,0,3
124,Mithun Manhas     ,7,PWI,49.0,10,0,0,10,4,4,4
125,Alfonso Thomas     ,7,PWI,49.0,4,3,30,1,1,1,1
126,Robin Peterson ,6,MI,45.0,5,3,21,3,1,1,1
127,Richard Levi ,6,MI,44.0,6,0,0,10,4,2,4
128,Gurkeerat Mann Singh ,4,KXIP,42.0,5,0,0,12,2,2,2
129,Bipul Sharma ,4,KXIP,41.0,5,0,13,6,3,1,3
130,Venugopal Rao ,3,DC,40.5,10,0,3,8,5,0,5
131,Bhargav Bhatt ,4,KXIP,36.5,5,2,26,0,1,0,1
132,Ajit Agarkar ,3,DC,35.5,4,3,20,0,0,2,0
133,Roelof van der Merwe ,3,DC,35.5,3,2,26,0,0,1,0
134,Shreevats Goswami ,8,RR,33.5,11,0,0,4,1,4,1
135,David Miller ,4,KXIP,31.5,6,0,0,6,4,1,4
136,Yo Mahesh ,1,CSK,31.0,5,3,18,0,0,1,0
137,Anand Rajan     ,2,DEC,28.5,4,3,18,0,0,0,0
138,Abhishek Jhunjhunwala     ,2,DEC,28.5,5,1,14,1,1,2,1
139,Akshath Reddy     ,2,DEC,28.5,5,1,3,6,2,0,2
140,Juan Theron     ,2,DEC,27.5,2,2,18,1,0,0,0
141,Marchant de Lange ,5,KKR,27.5,3,3,17,0,0,0,0
142,James Faulkner ,4,KXIP,27.0,2,3,14,0,0,1,0
143,Herschelle Gibbs ,6,MI,27.0,3,0,0,8,2,0,2
144,Doug Bracewell ,3,DC,25.5,1,3,10,1,0,1,0
145,Anustup Majumdar     ,7,PWI,24.5,4,0,0,7,2,0,2
146,Siddharth Chitnis ,4,KXIP,23.5,6,0,0,7,1,1,1
147,TP Sudhindra     ,2,DEC,21.5,3,1,18,0,0,0,0
148,Aaron Finch ,3,DC,20.0,2,0,0,8,0,0,0
149,Unmukt Chand ,3,DC,18.0,2,0,0,2,3,1,3
150,Clint McKay ,6,MI,17.5,2,1,14,0,0,0,0
151,Dishant Yagnik ,8,RR,17.5,5,0,0,5,0,2,0
152,Bharat Chipli     ,2,DEC,17.0,5,0,0,3,2,1,2
153,Ryan ten Doeschate ,5,KKR,14.0,3,1,2,1,1,1,1
154,Paul Valthaty ,4,KXIP,13.5,6,0,1,4,0,1,0
155,Krishnakant Upadhyay     ,7,PWI,13.5,1,0,10,0,1,0,1
156,Sreenath Arvind ,9,RCB,12.5,1,0,5,3,0,0,0
157,Cheteshwar Pujara ,9,RCB,11.0,3,0,0,1,1,2,1
158,Syed Mohammad ,9,RCB,10.5,2,0,8,1,0,0,0
159,Callum Ferguson     ,7,PWI,10.0,4,0,0,3,0,1,0
160,Srikkanth Anirudha ,1,CSK,9.5,4,0,0,1,2,0,2
161,Glenn Maxwell ,3,DC,9.5,2,1,6,0,0,0,0
162,Abhishek Nayar ,4,KXIP,8.5,4,0,0,2,1,0,1
163,Pradeep Sangwan ,5,KKR,8.5,1,1,5,0,0,0,0
164,Tirumalasetti Suman ,6,MI,8.5,2,0,0,1,1,1,1
165,Thisara Perera ,6,MI,7.0,2,0,2,0,0,2,0
166,Chris Lynn     ,2,DEC,5.0,1,0,0,1,0,1,0
167,Abu Nechim ,6,MI,5.0,1,0,5,0,0,0,0
168,Rahul Shukla ,6,MI,5.0,1,0,5,0,0,0,0
169,Ali Murtaza     ,7,PWI,5.0,1,0,5,0,0,0,0
170,Abhimanyu Mithun ,9,RCB,5.0,1,0,5,0,0,0,0
171,Ramesh Powar ,4,KXIP,3.0,1,0,3,0,0,0,0
172,Ishank Jaggi     ,2,DEC,2.5,3,0,0,0,0,1,0
173,Tanmay Mishra     ,2,DEC,2.5,1,0,0,0,0,1,0
174,Dwaraka Ravi Teja     ,2,DEC,2.5,2,0,0,1,0,0,0
175,Paras Dogra ,4,KXIP,2.5,3,0,0,0,0,1,0
176,Davy Jacobs ,6,MI,2.5,1,0,0,0,0,1,0
177,Mohnish Mishra     ,7,PWI,2.5,1,0,0,1,0,0,0
178,Mohammad Kaif ,9,RCB,2.5,1,0,0,1,0,0,0
179,Raju Bhatkal ,9,RCB,2.5,1,0,0,0,0,1,0
180,Jaydev Unadkat ,5,KKR,2.0,1,0,2,0,0,0,0
181,Luke Wright     ,7,PWI,2.0,1,0,2,0,0,0,0
182,Asad Pathan ,9,RCB,2.0,2,0,2,0,0,0,0
183,Wriddhiman Saha ,1,CSK,0.0,4,0,0,0,0,0,0
184,Biplap Samantray     ,2,DEC,0.0,1,0,0,0,0,0,0
185,Sunny Gupta ,3,DC,0.0,1,0,0,0,0,0,0
186,Suryakumar Yadav ,6,MI,0.0,1,0,0,0,0,0,0
187,Aiden Blizzard ,6,MI,0.0,1,0,0,0,0,0,0
188,Harpreet Singh     ,7,PWI,0.0,1,0,0,0,0,0,0
189,Arun Karthik ,9,RCB,0.0,1,0,0,0,0,0,0
