pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
110,Colin Munro ,3,DC,36.5,5,0,0,7,4,2,4
111,Shahbaz Nadeem ,3,DC,34.0,6,3,21,0,0,1,0
112,Heinrich Klaasen ,8,RR,33.5,4,0,0,5,1,3,1
113,David Willey ,1,CSK,32.0,3,2,20,0,0,2,0
114,Shreevats Goswami ,62,SRH,31.0,6,0,0,6,1,5,1
115,Murugan Ashwin ,9,RCB,30.5,2,3,20,0,0,0,0
116,Corey Anderson ,9,RCB,30.0,3,3,16,0,1,0,1
117,Deepak Hooda ,62,SRH,29.0,9,0,6,2,3,3,3
118,Abhishek Sharma ,3,DC,27.5,3,0,0,3,5,1,5
119,Javon Searles ,5,KKR,27.5,4,2,7,0,1,4,1
120,KM Asif ,1,CSK,26.5,2,3,16,0,0,0,0
121,Gautam Gambhir ,3,DC,26.0,6,0,0,8,1,1,1
122,Sarfaraz Khan ,9,RCB,26.0,7,0,0,7,1,2,1
123,Kulwant Khejroliya ,9,RCB,25.0,3,2,18,0,0,0,0
124,Yuvraj Singh ,4,KXIP,24.5,8,0,0,6,2,1,2
125,Manoj Tiwary ,4,KXIP,23.5,5,0,0,4,1,4,1
126,Mohammad Nabi ,62,SRH,23.0,2,1,12,3,0,0,0
127,Vinay Kumar ,5,KKR,22.5,2,2,8,1,0,2,0
128,JP Duminy ,6,MI,22.0,6,0,6,3,1,2,1
129,Rinku Singh ,5,KKR,20.0,4,0,0,4,0,4,0
130,Manan Vohra ,9,RCB,19.0,4,0,0,2,4,0,4
131,Stuart Binny ,8,RR,16.5,7,0,2,2,2,1,2
132,David Miller ,4,KXIP,14.5,3,0,0,3,2,0,2
133,Pawan Negi ,9,RCB,12.5,2,1,9,0,0,0,0
134,Chris Jordan ,62,SRH,11.0,1,0,11,0,0,0,0
135,Anureet Singh ,8,RR,10.0,3,1,4,0,0,1,0
136,Kedar Jadhav ,1,CSK,9.5,1,0,0,1,2,0,2
137,Mark Wood ,1,CSK,8.5,1,0,6,0,0,1,0
138,Junior Dala ,3,DC,7.0,1,0,7,0,0,0,0
139,Khaleel Ahmed ,62,SRH,7.0,1,0,7,0,0,0,0
140,Akila Dananjaya ,6,MI,6.0,1,0,6,0,0,0,0
141,Akshdeep Nath ,4,KXIP,5.0,1,0,0,1,0,1,0
142,Pradeep Sangwan ,6,MI,5.0,1,0,5,0,0,0,0
143,Prashant Chopra ,8,RR,5.0,1,0,0,2,0,0,0
144,Mahipal Lomror ,8,RR,4.5,2,0,2,1,0,0,0
145,Dhruv Shorey ,1,CSK,3.5,1,0,0,0,1,0,1
146,Murali Vijay ,1,CSK,3.5,1,0,0,0,1,0,1
147,Ankit Sharma ,8,RR,1.0,1,0,1,0,0,0,0
148,Naman Ojha ,3,DC,0.0,1,0,0,0,0,0,0
149,Ricky Bhui ,62,SRH,0.0,1,0,0,0,0,0,0
