pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
112,Shaun Marsh ,4,KXIP,33.0,2,0,0,7,3,2,3
113,Rahul Shukla ,3,DC,32.5,3,2,18,2,0,1,0
114,Tim Southee ,8,RR,32.5,3,0,25,1,0,2,0
115,Rahul Tewatia ,8,RR,31.5,3,2,21,0,1,0,1
116,Sachin Rana ,9,RCB,31.5,9,0,3,7,1,3,1
117,Siddarth Kaul ,3,DC,31.0,5,2,24,0,0,0,0
118,Jimmy Neesham ,3,DC,28.5,4,1,14,3,1,0,1
119,Chris Lynn ,5,KKR,28.0,2,0,0,5,3,2,3
120,Krishmar Santokie ,6,MI,28.0,2,3,15,0,0,1,0
121,Venugopal Rao ,62,SRH,28.0,7,0,3,8,0,2,0
122,Ben Dunk ,6,MI,25.0,3,0,0,7,0,3,0
123,Ravi Rampaul ,9,RCB,25.0,2,1,18,0,1,0,1
124,Jason Holder ,62,SRH,23.0,1,1,6,2,1,2,1
125,Ross Taylor ,3,DC,20.0,4,0,0,6,0,2,0
126,Parveez Rasool ,62,SRH,20.0,3,1,14,0,0,1,0
127,Nathan Coulter-Nile ,3,DC,19.0,2,2,12,0,0,0,0
128,Mithun Manhas ,1,CSK,18.5,12,0,0,3,1,3,1
129,Abhishek Nayar ,8,RR,18.5,5,0,0,5,1,1,1
130,Ben Cutting ,8,RR,18.5,1,1,9,0,1,1,1
131,Murali Kartik ,4,KXIP,16.0,2,1,10,0,0,1,0
132,Pat Cummins ,5,KKR,15.5,1,1,12,0,0,0,0
133,Marchant de Lange ,6,MI,14.0,1,2,7,0,0,0,0
134,Vikramjeet Malik ,8,RR,13.0,1,1,7,0,0,1,0
135,John Hastings ,1,CSK,12.5,1,1,9,0,0,0,0
136,Rahul Sharma ,3,DC,12.5,2,1,9,0,0,0,0
137,Rilee Rossouw ,9,RCB,12.0,3,0,0,2,2,0,2
138,Pawan Suyal ,6,MI,11.5,1,1,8,0,0,0,0
139,Vijay Zol ,9,RCB,11.0,3,0,0,3,1,0,1
140,Pawan Negi ,1,CSK,10.5,2,0,8,0,0,1,0
141,Nic Maddinson ,9,RCB,10.0,2,0,0,3,0,1,0
142,Andre Russell ,5,KKR,9.5,2,1,6,0,0,0,0
143,Mandeep Singh ,4,KXIP,7.5,3,0,0,2,0,1,0
144,Iqbal Abdulla ,8,RR,4.5,1,0,2,0,0,1,0
145,Shadab Jakati ,9,RCB,4.0,1,0,4,0,0,0,0
146,Dwayne Bravo ,1,CSK,3.5,1,0,0,0,1,0,1
147,Manvinder Bisla ,5,KKR,2.5,1,0,0,0,0,1,0
148,Dishant Yagnik ,8,RR,2.5,1,0,0,0,0,1,0
149,Vijay Shankar ,1,CSK,1.0,1,0,1,0,0,0,0
150,Unmukt Chand ,8,RR,0.0,1,0,0,0,0,0,0
151,Srikkanth Anirudha ,62,SRH,0.0,1,0,0,0,0,0,0
