pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
78,Mohammad Kaif ,8,RR,76.0,16,0,0,14,6,8,6
79,Brett Lee ,4,KXIP,75.0,4,4,45,2,1,3,1
80,Vidyut Sivaramakrishnan ,1,CSK,74.0,9,1,5,21,3,1,3
81,Michael Hussey ,1,CSK,73.5,4,0,0,12,11,2,11
82,Ravindra Jadeja ,8,RR,72.0,14,0,6,11,6,7,6
83,Balachandra Akhil ,9,RCB,71.5,7,2,34,4,3,4,3
84,Tillakaratne Dilshan ,3,DC,69.5,7,1,3,14,3,7,3
85,Mahela Jayawardene ,4,KXIP,69.5,13,0,0,15,7,3,7
86,Ross Taylor ,9,RCB,67.5,4,0,0,13,10,0,10
87,Pradeep Sangwan ,3,DC,67.0,7,5,47,0,0,1,0
88,Dinesh Karthik ,3,DC,66.5,13,0,0,13,4,6,4
89,Luke Pomersbach ,4,KXIP,66.5,5,0,0,13,9,1,9
90,Chaminda Vaas     ,2,DEC,62.0,5,5,41,0,1,0,1
91,VVS Laxman     ,2,DEC,61.0,6,0,0,22,1,1,1
92,Ramesh Powar ,4,KXIP,59.0,5,3,30,4,1,2,1
93,Murali Kartik ,5,KKR,59.0,6,3,31,3,0,4,0
94,Palani Amarnath ,1,CSK,58.5,6,7,29,0,0,2,0
95,Dwayne Smith ,6,MI,58.5,4,5,25,5,1,0,1
96,Jacob Oram ,1,CSK,56.0,4,3,32,1,1,3,1
97,Dwaraka Ravi Teja     ,2,DEC,54.0,7,1,3,10,5,2,5
98,Harbhajan Singh ,6,MI,51.5,3,5,16,1,3,2,3
99,Rohan Raje ,6,MI,51.5,6,5,29,1,0,1,0
100,Dominic Thornely ,6,MI,49.0,6,3,19,2,2,3,2
101, Misbah-ul-Haq ,9,RCB,48.5,8,0,0,10,6,1,6
102,Wasim Jaffer ,9,RCB,48.0,6,0,0,12,3,3,3
103,Manoj Tiwary ,3,DC,47.5,9,0,0,16,0,3,0
104,Shoaib Malik ,3,DC,47.0,7,2,15,5,0,5,0
105,Cameron White ,9,RCB,41.5,8,0,0,8,4,3,4
106,Niraj Patel ,8,RR,41.0,5,0,0,13,1,2,1
107,Shoaib Akhtar ,5,KKR,40.5,3,5,23,0,0,0,0
108,Debabrata Das ,5,KKR,40.0,6,0,0,9,5,0,5
109,Karan Goel ,4,KXIP,38.5,7,0,2,7,4,2,4
110,Nuwan Zoysa     ,2,DEC,36.0,3,2,24,1,0,1,0
111,Shreevats Goswami ,9,RCB,36.0,4,0,0,9,1,2,1
112,Gajendra Singh ,8,RR,35.5,4,3,25,0,0,0,0
113,Simon Katich ,4,KXIP,34.5,2,0,0,11,2,0,2
114,Dinesh Salunkhe ,8,RR,34.0,6,1,13,5,0,2,0
115,Mahesh Rawat ,8,RR,33.5,11,0,0,3,1,9,1
116,Mohammad Hafeez ,5,KKR,29.5,8,1,15,2,1,1,1
117,Brett Geeves ,3,DC,26.0,2,1,15,0,0,3,0
118,Luke Ronchi ,6,MI,26.0,4,0,0,6,1,3,1
119,Siddharth Chitnis ,6,MI,25.5,3,2,10,1,1,1,1
120,LPC Silva     ,2,DEC,23.5,3,0,0,5,1,3,1
121,AB de Villiers ,3,DC,23.5,6,0,0,5,1,3,1
122,Daniel Vettori ,3,DC,23.0,2,2,16,0,0,0,0
123,Sunil Joshi ,9,RCB,21.5,4,1,18,0,0,0,0
124,Ramnaresh Sarwan ,4,KXIP,21.0,4,0,0,6,1,1,1
125,Musavir Khote ,6,MI,20.5,4,2,5,2,1,0,1
126,Pankaj Singh ,8,RR,20.5,5,0,18,0,0,1,0
127,Pinal Shah ,6,MI,20.0,5,0,0,4,0,4,0
128,Doddapaneni Kalyankrishna     ,2,DEC,19.5,3,2,10,0,0,1,0
129,Arjun Yadav     ,2,DEC,19.5,8,0,0,5,2,0,2
130,Dimitri Mascarenhas ,8,RR,18.5,1,2,8,0,1,0,1
131,Aakash Chopra ,5,KKR,17.5,5,0,0,5,0,2,0
132,Wilkin Mota ,4,KXIP,16.5,4,1,3,2,0,2,0
133,PM Sarvesh Kumar     ,2,DEC,14.5,2,1,11,0,0,0,0
134,Ricky Ponting ,5,KKR,13.5,4,0,0,2,1,2,1
135,Saurabh Tiwary ,6,MI,13.5,3,0,0,3,1,1,1
136,Ajantha Mendis ,5,KKR,12.5,1,1,9,0,0,0,0
137,Jagadeesh Arunkumar ,9,RCB,12.5,3,0,0,5,0,0,0
138,Ashley Noffke ,9,RCB,12.0,1,1,6,1,0,0,0
139,Andre Nel ,6,MI,10.5,1,1,7,0,0,0,0
140,Chamara Kapugedera ,1,CSK,10.0,5,0,0,0,0,4,0
141,Tatenda Taibu ,5,KKR,10.0,3,0,0,3,0,1,0
142,Shivnarine Chanderpaul ,9,RCB,10.0,3,0,0,4,0,0,0
143,Bharat Chipli ,9,RCB,10.0,3,0,0,3,0,1,0
144,Vikrant Yeligati ,6,MI,8.0,2,0,8,0,0,0,0
145,Abhinav Mukund ,1,CSK,7.5,2,0,0,0,0,3,0
146,Brad Hodge ,5,KKR,7.5,3,0,0,2,0,1,0
147,Darren Lehmann ,8,RR,7.5,2,0,0,3,0,0,0
148,Devraj Patil ,9,RCB,7.5,2,0,0,1,0,2,0
149,Iqbal Abdulla ,5,KKR,6.0,1,0,6,0,0,0,0
150,Taruwar Kohli ,8,RR,6.0,2,0,0,0,1,1,1
151,Uday Kaul ,4,KXIP,5.0,5,0,0,0,0,2,0
152,Tanmay Srivastava ,4,KXIP,5.0,5,0,0,0,0,2,0
153,Abdur Razzak ,9,RCB,5.0,1,0,5,0,0,0,0
154,Mithun Manhas ,3,DC,2.5,1,0,0,0,0,1,0
155,Ajinkya Rahane ,6,MI,2.5,2,0,0,1,0,0,0
156,Younis Khan ,8,RR,2.5,1,0,0,0,0,1,0
157,Srikkanth Anirudha ,1,CSK,0.0,1,0,0,0,0,0,0
158,Halhadar Das     ,2,DEC,0.0,1,0,0,0,0,0,0
159,Pankaj Dharmani ,4,KXIP,0.0,1,0,0,0,0,0,0
160,Sunny Sohal ,4,KXIP,0.0,2,0,0,0,0,0,0
161,Manish Pandey ,6,MI,0.0,3,0,0,0,0,0,0
162,Rajesh Pawar ,6,MI,0.0,1,0,0,0,0,0,0
