pos,name,team_no,team_name,pts,mat,wkts,dots,4s,6s,catches,stumpings
39,Nicholas Pooran ,4,KXIP,162.5,14,0,0,23,25,7,25
40,Chris Morris ,9,RCB,162.5,9,11,91,2,3,7,3
41,Ben Stokes ,8,RR,160.5,8,2,24,36,7,6,7
42,Shubman Gill ,5,KKR,159.0,14,0,0,44,9,7,9
43,Nitish Rana ,5,KKR,154.5,14,0,0,43,12,2,12
44,Navdeep Saini ,9,RCB,149.5,13,6,116,3,0,2,0
45,Rohit Sharma ,6,MI,149.0,12,0,0,27,19,6,19
46,Jonny Bairstow ,62,SRH,143.0,11,0,0,31,13,7,13
47,Sunil Narine ,5,KKR,142.5,10,5,67,10,8,2,8
48,Rishabh Pant ,3,DC,141.5,14,0,0,31,9,13,9
49,Jos Buttler ,8,RR,138.5,13,0,0,27,16,6,16
50,Hardik Pandya ,6,MI,137.5,14,0,0,14,25,6,25
51,Shreyas Gopal ,8,RR,133.5,14,10,86,3,0,2,0
52,Shane Watson ,1,CSK,133.0,11,0,0,33,13,2,13
53,Mohammed Siraj ,9,RCB,130.5,9,11,77,2,0,4,0
54,Jason Holder ,62,SRH,130.0,7,14,58,5,3,0,3
55,James Pattinson ,6,MI,126.5,10,11,78,2,0,2,0
56,Ambati Rayudu ,1,CSK,124.5,12,0,0,30,12,3,12
57,Chris Gayle ,4,KXIP,120.5,7,0,0,15,23,1,23
58,Kartik Tyagi ,8,RR,119.5,10,9,83,0,0,2,0
59,Andre Russell ,5,KKR,119.0,10,6,39,9,9,2,9
60,Steve Smith ,8,RR,116.5,14,0,0,32,9,2,9
61,Murugan Ashwin ,4,KXIP,115.0,9,10,70,0,0,4,0
62,Kane Williamson ,62,SRH,115.0,12,0,0,26,10,6,10
63,Chris Jordan ,4,KXIP,111.0,9,9,62,2,0,5,0
64,Shardul Thakur ,1,CSK,108.0,9,10,68,0,0,2,0
65,Shivam Mavi ,5,KKR,107.0,8,9,63,1,0,4,0
66,Prithvi Shaw ,3,DC,105.5,13,0,0,27,8,4,8
67,Aaron Finch ,9,RCB,105.5,12,0,0,28,8,3,8
68,MS Dhoni ,1,CSK,104.5,14,0,0,16,7,15,7
69,Virat Kohli ,9,RCB,103.5,15,0,0,23,11,3,11
70,Nathan Coulter-Nile ,6,MI,101.5,7,5,69,4,0,2,0
71,Rahul Tripathi ,5,KKR,95.0,11,0,0,21,10,3,10
72,Arshdeep Singh ,4,KXIP,92.5,8,9,56,0,0,2,0
73,Khaleel Ahmed ,62,SRH,92.5,7,8,62,0,0,1,0
74,Isuru Udana ,9,RCB,90.5,10,8,49,1,1,3,1
75,Shimron Hetmyer ,3,DC,87.0,12,0,0,11,12,7,12
76,Dinesh Karthik ,5,KKR,86.5,14,0,0,20,4,9,4
77,Wriddhiman Saha ,62,SRH,85.0,4,0,0,24,5,2,5
78,Lockie Ferguson ,5,KKR,82.5,5,6,48,4,1,0,1
79,Glenn Maxwell ,4,KXIP,80.0,13,3,37,9,0,4,0
80,Sheldon Cottrell ,4,KXIP,80.0,6,6,59,0,0,0,0
81,Robin Uthappa ,8,RR,79.5,12,0,0,19,7,3,7
82,Shivam Dube ,9,RCB,77.0,11,4,14,5,9,2,9
83,Kamlesh Nagarkoti ,5,KKR,76.0,10,5,46,1,0,4,0
84,Vijay Shankar ,62,SRH,76.0,7,4,31,10,1,1,1
85,Ruturaj Gaikwad ,1,CSK,71.0,6,0,0,16,6,4,6
86,Lungi Ngidi ,1,CSK,66.5,4,9,35,0,0,0,0
87,Abdul Samad ,62,SRH,66.0,12,1,9,8,6,5,6
88,Tom Curran ,8,RR,61.0,5,3,25,5,3,1,3
89,Dwayne Bravo ,1,CSK,58.5,6,6,35,0,0,1,0
90,Piyush Chawla ,1,CSK,58.0,7,6,37,0,0,0,0
91,Shahbaz Nadeem ,62,SRH,53.5,7,5,31,1,0,1,0
92,Prasidh Krishna ,5,KKR,51.5,6,4,35,0,0,1,0
93,Jaydev Unadkat ,8,RR,51.5,7,4,35,0,0,1,0
94,Priyam Garg ,62,SRH,51.5,14,0,0,9,4,6,4
95,Tushar Deshpande ,3,DC,50.5,5,3,29,2,1,1,1
96,Bhuvneshwar Kumar ,62,SRH,50.5,4,3,40,0,0,0,0
97,Ajinkya Rahane ,3,DC,47.0,9,0,0,12,2,4,2
98,Abhishek Sharma ,62,SRH,46.0,8,2,11,6,3,1,3
99,Karn Sharma ,1,CSK,44.5,5,5,27,0,0,0,0
100,Ankit Rajpoot ,8,RR,44.5,6,2,34,0,1,0,1
101,Mandeep Singh ,4,KXIP,41.5,7,0,0,10,4,1,4
102,Harshal Patel ,3,DC,41.0,5,3,23,2,0,1,0
103,Deepak Hooda ,4,KXIP,39.5,7,0,2,5,5,3,5
104,Jimmy Neesham ,4,KXIP,39.0,5,2,26,0,1,1,1
105,Josh Hazlewood ,1,CSK,34.5,3,1,31,0,0,0,0
106,Saurabh Tiwary ,6,MI,33.0,7,0,0,8,3,1,3
107,Gurkeerat Mann Singh ,9,RCB,32.5,8,0,0,8,0,5,0
108,Riyan Parag ,8,RR,31.0,12,0,3,6,3,1,3
109,Amit Mishra ,3,DC,30.0,3,3,17,0,0,1,0
110,Daniel Sams ,3,DC,29.5,3,0,22,0,0,3,0
111,Adam Zampa ,9,RCB,29.5,3,2,20,0,0,1,0
112,Krishnappa Gowtham ,4,KXIP,29.0,2,1,11,3,2,0,2
113,Imran Tahir ,1,CSK,27.5,3,1,19,2,0,0,0
114,Dale Steyn ,9,RCB,27.5,3,1,24,0,0,0,0
115,Josh Philippe ,9,RCB,26.0,5,0,0,9,1,0,1
116,Kuldeep Yadav ,5,KKR,25.0,5,1,19,1,0,0,0
117,Mitchell Santner ,1,CSK,21.5,2,2,12,0,0,1,0
118,Varun Aaron ,8,RR,21.0,3,0,21,0,0,0,0
119,Kedar Jadhav ,1,CSK,20.0,8,0,0,7,0,1,0
120,Shahbaz Ahmed ,9,RCB,18.5,2,2,9,0,0,1,0
121,Sarfaraz Khan ,4,KXIP,17.5,5,0,0,5,0,2,0
122,Jayant Yadav ,6,MI,16.5,2,1,13,0,0,0,0
123,Moeen Ali ,9,RCB,16.5,3,1,8,1,0,1,0
124,Mahipal Lomror ,8,RR,15.5,3,0,0,2,3,0,3
125,Pravin Dubey ,3,DC,14.5,3,0,12,0,0,1,0
126,Yashasvi Jaiswal ,8,RR,14.5,3,0,0,2,2,1,2
127,Umesh Yadav ,9,RCB,14.0,2,0,14,0,0,0,0
128,Siddarth Kaul ,62,SRH,13.0,1,2,6,0,0,0,0
129,Mujeeb Ur Rahman ,4,KXIP,12.0,2,0,12,0,0,0,0
130,Andrew Tye ,8,RR,12.0,1,1,5,0,1,0,1
131,Mohit Sharma ,3,DC,10.5,1,1,7,0,0,0,0
132,Narayan Jagadeesan ,1,CSK,10.0,5,0,0,4,0,0,0
133,Murali Vijay ,1,CSK,10.0,3,0,0,4,0,0,0
134,Mohammad Nabi ,62,SRH,10.0,1,0,5,2,0,0,0
135,Alex Carey ,3,DC,8.5,3,0,0,0,1,2,1
136,Basil Thampi ,62,SRH,8.5,1,1,5,0,0,0,0
137,Sandeep Warrier ,5,KKR,8.0,1,0,8,0,0,0,0
138,Karun Nair ,4,KXIP,7.5,4,0,0,2,0,1,0
139,Simran Singh ,4,KXIP,7.5,2,0,0,2,0,1,0
140,Avesh Khan ,3,DC,7.0,1,0,7,0,0,0,0
141,Harpreet Brar ,4,KXIP,6.0,1,0,6,0,0,0,0
142,Chris Green ,5,KKR,6.0,1,0,6,0,0,0,0
143,Tom Banton ,5,KKR,6.0,2,0,0,1,1,0,1
144,Dhawal Kulkarni ,6,MI,6.0,1,0,6,0,0,0,0
145,Rinku Singh ,5,KKR,5.0,1,0,0,1,0,1,0
146,Monu Kumar ,1,CSK,4.0,1,0,4,0,0,0,0
147,Ishant Sharma ,3,DC,4.0,1,0,4,0,0,0,0
148,Nikhil Naik ,5,KKR,2.5,1,0,0,0,0,1,0
149,Shreevats Goswami ,62,SRH,2.5,2,0,0,0,0,1,0
150,Mitchell Marsh ,62,SRH,1.0,1,0,1,0,0,0,0
151,David Miller ,8,RR,0.0,1,0,0,0,0,0,0
